Date,Landing page,Session source_medium,Sessions,Average session duration,Engagement rate
20241123,/us/landing_page_1,google / organic,103,91.37522671,0.689320388
20241028,/us/landing_page_1,google / organic,102,78.61394475,0.598039216
20241121,/us/landing_page_1,google / organic,102,112.6943842,0.647058824
20241106,/us/landing_page_1,bing / cpc,100,79.10324474,0.36
20241124,/us/landing_page_1,google / organic,100,96.51253977,0.67
20241220,/us/landing_page_1,google / organic,100,153.3807458,0.58
20241021,/us/landing_page_1,google / organic,99,210.2403075,0.696969697
20241106,/us/landing_page_1,google / organic,99,242.0823785,0.525252525
20241111,/us/landing_page_1,bing / cpc,99,107.8257685,0.454545455
20241116,/us/landing_page_1,google / organic,99,160.9568887,0.767676768
20241118,/us/landing_page_1,google / organic,99,97.10982539,0.626262626
20241213,/us/landing_page_1,(direct) / (none),99,23.96364619,0.353535354
20241108,/us/landing_page_1,google / organic,98,121.821356,0.693877551
20241024,/us/landing_page_1,google / organic,97,135.1322613,0.731958763
20241109,/us/landing_page_1,bing / cpc,97,185.0772284,0.422680412
20241210,/us/landing_page_1,google / organic,97,337.1109756,0.597938144
20241219,/us/landing_page_1,google / organic,97,111.1248669,0.680412371
20241227,/us/landing_page_1,google / organic,97,113.2369013,0.639175258
20241023,/us/landing_page_1,google / organic,96,437.2079239,0.770833333
20241228,/us/landing_page_1,google / organic,96,100.2739466,0.635416667
20241125,/us/landing_page_1,google / organic,95,112.1892332,0.673684211
20241103,/us/landing_page_1,google / organic,94,146.8714592,0.680851064
20241030,/us/landing_page_1,google / organic,93,156.955268,0.64516129
20241025,/us/landing_page_1,google / organic,92,135.3769843,0.641304348
20241026,/us/landing_page_1,google / organic,92,122.2751307,0.586956522
20241027,/us/landing_page_1,google / organic,92,627.7625358,0.652173913
20241119,/us/landing_page_1,bing / cpc,92,85.35636157,0.358695652
20241120,/us/landing_page_1,google / organic,92,124.5853804,0.586956522
20241216,/us/landing_page_1,google / organic,92,153.6610447,0.630434783
20241222,/us/landing_page_1,google / organic,92,132.9917259,0.619565217
20241108,/us/landing_page_1,social / instagram,91,3.902116879,0
20241219,/us/landing_page_1,(direct) / (none),91,104.6815708,0.604395604
20241231,/us/landing_page_1,bing / cpc,91,126.0762889,0.494505495
20241028,/us/landing_page_1,google / organic,90,156.7680622,0.522222222
20241113,/us/landing_page_1,bing / cpc,90,115.2852352,0.366666667
20241114,/us/landing_page_1,google / organic,90,234.3081698,0.666666667
20241029,/us/landing_page_1,google / organic,89,202.6908924,0.685393258
20241106,/us/landing_page_1,(direct) / (none),89,48.0987057,0.606741573
20241113,/us/landing_page_1,google / organic,89,92.96532066,0.786516854
20241209,/us/landing_page_1,google / organic,89,160.6943491,0.573033708
20250107,/us/landing_page_1,google / cpc,89,90.00586492,0.651685393
20241030,/us/landing_page_1,google / organic,88,173.1321578,0.590909091
20241113,/us/landing_page_1, email,88,74.24221733,0.556818182
20241229,/us/landing_page_1,google / organic,88,183.6560776,0.647727273
20250108,/us/landing_page_1,google / organic,88,242.2477165,0.636363636
20241031,/us/landing_page_1,google / organic,87,186.21433,0.67816092
20241108,/us/landing_page_1,bing / cpc,87,106.2595746,0.482758621
20241114,/us/landing_page_1,bing / cpc,87,45.66632522,0.379310345
20241122,/us/landing_page_1,google / organic,87,92.38738331,0.574712644
20241214,/us/landing_page_1,google / organic,87,53.53343103,0.574712644
20241217,/us/landing_page_1,google / organic,87,303.6589522,0.67816092
20241112,/us/landing_page_1,bing / cpc,86,90.09268627,0.372093023
20241128,/us/landing_page_1, email,86,10.57457223,1
20241210,/us/landing_page_1,google / organic,86,160.4354063,0.674418605
20250105,/us/landing_page_1,google / cpc,86,3051.129248,0.674418605
20250117,/us/landing_page_1,google / organic,86,222.6369322,0.686046512
20241112,/us/landing_page_1,google / organic,85,169.3415216,0.729411765
20241116,/us/landing_page_1,bing / cpc,85,55.19354747,0.388235294
20241212,/us/landing_page_1,google / organic,85,89.80944948,0.717647059
20241230,/us/landing_page_1,bing / cpc,85,99.57446658,0.517647059
20250106,/us/landing_page_1,google / cpc,85,127.9452325,0.776470588
20250113,/us/landing_page_1,google / organic,85,149.5840654,0.729411765
20241022,/us/landing_page_1,google / organic,84,131.6506267,0.726190476
20241117,/us/landing_page_1,bing / cpc,84,35.35128595,0.285714286
20241118,/us/landing_page_1,bing / cpc,84,79.40115663,0.380952381
20250111,/us/landing_page_1,google / cpc,84,133.0021623,0.773809524
20250112,/us/landing_page_1,google / cpc,84,102.5747961,0.678571429
20241109,/us/landing_page_1,google / organic,83,111.012973,0.542168675
20241120,/us/landing_page_1,bing / cpc,83,87.41997941,0.361445783
20250102,/us/landing_page_1,bing / cpc,83,45.04973577,1
20241106,/us/landing_page_1,google / organic,82,876.4989458,0.670731707
20241107,/us/landing_page_1,google / organic,82,119.6327843,0.597560976
20241217,/us/landing_page_1,google / organic,82,179.129369,0.658536585
20250110,/us/landing_page_1,bing / cpc,82,69.5800193,0.56097561
20250114,/us/landing_page_1,google / cpc,82,128.234557,0.731707317
20241024,/us/landing_page_1,google / organic,81,218.2520842,0.839506173
20241115,/us/landing_page_1,bing / cpc,81,89.79082277,0.345679012
20241213,/us/landing_page_1,google / organic,81,262.9558539,0.728395062
20241221,/us/landing_page_1,google / organic,81,117.8803769,0.604938272
20241108,/us/landing_page_1,social / instagram,80,3.433082487,0
20241113,/us/landing_page_1,google / organic,80,164.9143158,0.5125
20241118,/us/landing_page_1,google / organic,80,227.3409886,0.7
20241202,/us/landing_page_1,(direct) / (none),80,30.46766741,0.7625
20241213,/us/landing_page_1,bing / cpc,80,58.89296194,0.5125
20241226,/us/landing_page_1,google / organic,80,69.62549346,0.4875
20241025,/us/landing_page_1,google / organic,79,129.7306625,0.683544304
20241105,/us/landing_page_1,(direct) / (none),79,0.525494772,0
20241108,/us/landing_page_1,bing / cpc,79,60.93805246,0.316455696
20241115,/us/landing_page_1,google / organic,79,169.8527489,0.683544304
20241127,/us/landing_page_1,google / organic,79,113.7327552,0.607594937
20241203,/us/landing_page_1,(direct) / (none),79,22.45885118,1
20241209,/us/landing_page_1,google / organic,79,522.7566486,0.696202532
20241220,/us/landing_page_1,social / instagram,78,5.223361103,0.012820513
20241230,/us/landing_page_1,bing / cpc,78,43.08474315,1
20241028,/us/landing_page_1,google / organic,77,175.2014431,0.74025974
20241104,/us/landing_page_1,google / organic,77,139.3590911,0.688311688
20241111,/us/landing_page_1,google / organic,77,687.9772637,0.74025974
20241213,/us/landing_page_1,google / organic,77,65.9934831,0.597402597
20241220,/us/landing_page_1,social / instagram,77,5.057868935,0
20250104,/us/landing_page_1,google / cpc,77,693.478454,0.714285714
20241025,/us/landing_page_1,bing / cpc,76,128.4932421,0.486842105
20241102,/us/landing_page_1,bing / cpc,76,545.3631593,0.302631579
20241202,/us/landing_page_1,google / organic,76,250.8763123,0.578947368
20241215,/us/landing_page_1,google / organic,76,141.5297691,0.671052632
20250108,/us/landing_page_1,bing / cpc,76,135.8843797,0.421052632
20250118,/us/landing_page_1,google / cpc,76,107.1473824,0.657894737
20241112,/us/landing_page_1,google / organic,75,176.1437375,0.573333333
20241211,/us/landing_page_1,google / organic,75,126.8652901,0.64
20241214,/us/landing_page_1,bing / cpc,75,83.56302932,0.466666667
20241216,/us/landing_page_1,google / organic,75,293.2340344,0.813333333
20241218,/us/landing_page_1,google / organic,75,178.6569395,0.613333333
20250106,/us/landing_page_1,bing / cpc,75,52.63710077,0.52
20250109,/us/landing_page_1,google / cpc,75,149.9563651,0.746666667
20241107,/us/landing_page_1,bing / cpc,74,63.40824523,0.405405405
20241122,/us/landing_page_1,google / organic,74,143.2081016,0.608108108
20241201,/us/landing_page_1,google / organic,74,77.21179991,0.594594595
20241226,/us/landing_page_1,bing / cpc,74,54.73417814,0.405405405
20241227,/us/landing_page_1,bing / cpc,74,37.20405057,0.418918919
20241028,/us/landing_page_1,(direct) / (none),73,170.6656475,0.575342466
20241101,/us/landing_page_1,google / organic,73,94.71918332,0.712328767
20241104,/us/landing_page_1,google / organic,73,180.9181304,0.534246575
20241105,/us/landing_page_1,google / organic,73,123.0929546,0.657534247
20241109,/us/landing_page_1,google / organic,73,99.95644985,0.726027397
20241220,/us/landing_page_1,social / instagram,73,5.194430562,0.01369863
20250108,/us/landing_page_1,bing / cpc,73,59.05341566,1
20241103,/us/landing_page_1,google / organic,72,238.6084918,0.708333333
20241103,/us/landing_page_1,bing / cpc,72,17.98997167,0.208333333
20241104,/us/landing_page_1,google / organic,72,83.71446153,0.666666667
20241105,/us/landing_page_1,bing / cpc,72,51.90884994,0.388888889
20241225,/us/landing_page_1,google / organic,72,163.4969151,0.583333333
20241230,/us/landing_page_1,google / cpc,72,117.9169722,0.625
20250109,/us/landing_page_1,bing / cpc,72,48.41781797,0.458333333
20250117,/us/landing_page_1,google / cpc,72,125.6858104,0.611111111
20241023,/us/landing_page_1,google / organic,71,167.5758561,0.464788732
20241027,/us/landing_page_1,google / organic,71,158.0231603,0.774647887
20241101,/us/landing_page_1, email,71,81.70920023,0.591549296
20241206,/us/landing_page_1,social / instagram,71,3.415673507,0
20250101,/us/landing_page_1,bing / cpc,71,47.6725428,1
20250102,/us/landing_page_1,bing / cpc,71,42.39760334,0.478873239
20250110,/us/landing_page_1,google / cpc,71,138.5566309,0.690140845
20250117,/us/landing_page_1,google / organic,71,89.62922658,0.76056338
20241024,/us/landing_page_1,google / organic,70,190.2403435,0.542857143
20241029,/us/landing_page_1,google / organic,70,207.6073938,0.771428571
20241128,/us/landing_page_1,google / organic,70,70.79524731,0.671428571
20241130,/us/landing_page_1,google / organic,70,43.0985415,0.571428571
20250103,/us/landing_page_1,bing / cpc,70,81.16342997,0.5
20250113,/us/landing_page_1,bing / cpc,70,61.44202104,0.571428571
20250113,/us/landing_page_1,google / cpc,70,188.4262668,0.728571429
20241105,/us/landing_page_1,(direct) / (none),69,127.4146458,0.695652174
20241110,/us/landing_page_1,google / organic,69,175.2728049,0.739130435
20241114,/us/landing_page_1,google / organic,69,196.7062189,0.710144928
20241122,/us/landing_page_1,google / organic,69,175.2860448,0.579710145
20241125,/us/landing_page_1,google / organic,69,121.0353527,0.782608696
20241203,/us/landing_page_1,google / organic,69,304.1258049,0.724637681
20241224,/us/landing_page_1,bing / cpc,69,85.67978284,0.420289855
20250105,/us/landing_page_1,bing / cpc,69,63.37587278,0.449275362
20241021,/us/landing_page_1,google / organic,68,128.4139723,0.544117647
20241025,/us/landing_page_1,(direct) / (none),68,123.1061111,0.514705882
20241105,/us/landing_page_1,google / organic,68,131.1321936,0.764705882
20241108,/us/landing_page_1,google / organic,68,148.3269061,0.735294118
20241108,/us/landing_page_1,bing / cpc,68,120.590063,1
20241112,/us/landing_page_1,bing / cpc,68,39.60739729,0.279411765
20241212,/us/landing_page_1,bing / cpc,68,41.49537471,0.426470588
20241220,/us/landing_page_1,social / instagram,68,5.170661941,0.029411765
20250103,/us/landing_page_1,google / cpc,68,355.7619434,0.779411765
20241107,/us/landing_page_1,google / organic,67,207.5991421,0.597014925
20241112,/us/landing_page_1,google / organic,67,187.702023,0.71641791
20241113,/us/landing_page_1,google / organic,67,122.2165071,0.611940299
20241206,/us/landing_page_1,social / instagram,67,3.450088104,0
20241220,/us/landing_page_1,social / instagram,67,5.118741866,0
20241223,/us/landing_page_1,google / organic,67,185.3767194,0.611940299
20250107,/us/landing_page_1,bing / cpc,67,43.79036472,0.388059701
20250110,/us/landing_page_1,google / organic,67,186.98358,0.597014925
20241022,/us/landing_page_1,google / organic,66,205.3072179,0.53030303
20241115,/us/landing_page_1,google / organic,66,84.49688495,0.712121212
20241129,/us/landing_page_1,google / organic,66,99.16537329,0.636363636
20241207,/us/landing_page_1,google / organic,66,245.0049705,0.727272727
20241222,/us/landing_page_1,bing / cpc,66,79.64399086,0.363636364
20250108,/us/landing_page_1,google / cpc,66,143.5409111,0.772727273
20250114,/us/landing_page_1,bing / cpc,66,88.43228239,0.621212121
20250118,/us/landing_page_1, email,66,100.5487983,0.984848485
20241026,/us/landing_page_1,bing / cpc,65,101.4754108,0.430769231
20241108,/us/landing_page_1,(direct) / (none),65,4.129731277,0
20241120,/us/landing_page_1, email,65,86.50493043,0.538461538
20241126,/us/landing_page_1,google / organic,65,87.18862995,0.538461538
20241202,/us/landing_page_1,google / organic,65,176.4699604,0.738461538
20241220,/us/landing_page_1,social / instagram,65,5.641656954,0.030769231
20250104,/us/landing_page_1,bing / cpc,65,47.16301428,0.415384615
20250109,/us/landing_page_1,google / organic,65,233.0487128,0.6
20250110,/us/landing_page_1,google / organic,65,118.2015672,0.815384615
20250115,/us/landing_page_1,google / cpc,65,157.4395935,0.692307692
20250117,/us/landing_page_1,bing / cpc,65,100.2984178,0.461538462
20250118,/us/landing_page_1,google / organic,65,118.6970948,0.738461538
20241031,/us/landing_page_1,google / organic,64,148.8021503,0.734375
20241112,/us/landing_page_1,bing / cpc,64,153.1875724,1
20241206,/us/landing_page_1,social / instagram,64,3.609562328,0
20241206,/us/landing_page_1,social / instagram,64,3.226488797,0
20241216,/us/landing_page_1, email,64,71.48634792,1
20241220,/us/landing_page_1,social / instagram,64,5.191582797,0.015625
20241229,/us/landing_page_1,bing / cpc,64,70.77870059,0.46875
20241230,/us/landing_page_1,bing / cpc,64,100.4866001,1
20241106,/us/landing_page_1,google / organic,63,163.4417816,0.619047619
20241111,/us/landing_page_1,bing / cpc,63,51.16917154,0.317460317
20241126,/us/landing_page_1,(direct) / (none),63,81.84421462,0.523809524
20241202,/us/landing_page_1, email,63,16.53336794,0.984126984
20241208,/us/landing_page_1,bing / cpc,63,55.25089822,0.412698413
20241208,/us/landing_page_1,google / organic,63,398.8727404,0.777777778
20250101,/us/landing_page_1,google / cpc,63,84.06452197,0.666666667
20250113,/us/landing_page_1,bing / cpc,63,138.0529661,1
20250114,/us/landing_page_1,google / organic,63,152.4580026,0.698412698
20250115,/us/landing_page_1,google / organic,63,160.6694482,0.777777778
20241105,/us/landing_page_1,google / organic,62,119.7697463,0.5
20241209,/us/landing_page_1,bing / cpc,62,41.86823519,0.370967742
20241218,/us/landing_page_1,bing / cpc,62,73.39998968,0.419354839
20241228,/us/landing_page_1,bing / cpc,62,57.49430934,0.516129032
20250116,/us/landing_page_1,bing / cpc,62,95.78534169,0.5
20241107,/us/landing_page_1,google / organic,61,96.84313748,0.704918033
20241111,/us/landing_page_1,google / organic,61,187.2131239,0.557377049
20241126,/us/landing_page_1,google / organic,61,164.7915353,0.672131148
20241206,/us/landing_page_1,social / instagram,61,10.23458634,0.016393443
20241216,/us/landing_page_1,bing / cpc,61,29.83446916,0.360655738
20241223,/us/landing_page_1,bing / cpc,61,171.8452943,0.459016393
20250101,/us/landing_page_1,bing / cpc,61,51.30437274,0.508196721
20250106,/us/landing_page_1,google / organic,61,158.969043,0.704918033
20241025,/us/landing_page_1,google / organic,60,144.5434183,0.6
20241026,/us/landing_page_1,google / organic,60,92.73708628,0.583333333
20241219,/us/landing_page_1,bing / cpc,60,79.84006158,0.45
20250112,/us/landing_page_1,google / organic,60,148.7628715,0.733333333
20250116,/us/landing_page_1,google / organic,60,148.7945988,0.75
20250116,/us/landing_page_1,google / cpc,60,92.52235383,0.683333333
20241031,/us/landing_page_1,google / organic,59,95.34321729,0.644067797
20241101,/us/landing_page_1,google / organic,59,1541.633217,0.728813559
20241120,/us/landing_page_1,google / organic,59,123.982693,0.745762712
20241121,/us/landing_page_1,google / organic,59,126.3381131,0.677966102
20241121,/us/landing_page_1, email,59,39.49681507,0.627118644
20241123,/us/landing_page_1,google / organic,59,132.0323422,0.779661017
20241206,/us/landing_page_1,google / organic,59,94.26663249,0.661016949
20241213,/us/landing_page_1, email,59,68.41436792,1
20241225,/us/landing_page_1,bing / cpc,59,97.14164451,0.508474576
20250115,/us/landing_page_1,bing / cpc,59,92.68525346,0.406779661
20241127,/us/landing_page_1,google / organic,58,157.2862374,0.75862069
20241221,/us/landing_page_1,bing / cpc,58,269.9608899,0.482758621
20241222,/us/landing_page_1,google / organic,58,17.05177479,1
20250102,/us/landing_page_1,google / cpc,58,117.5870109,0.793103448
20250109,/us/landing_page_1,bing / cpc,58,57.56295262,1
20241102,/us/landing_page_1,google / organic,57,127.1722341,0.736842105
20241220,/us/landing_page_1,bing / cpc,57,64.52639712,0.385964912
20241224,/us/landing_page_1,google / organic,57,115.4996008,0.526315789
20250111,/us/landing_page_1,google / organic,57,264.6684141,0.754385965
20250118,/us/landing_page_1,print / qr,57,105.8818385,0.315789474
20241101,/us/landing_page_1,google / organic,56,133.1196173,0.589285714
20241206,/us/landing_page_1,social / instagram,56,10.44636805,0.017857143
20241101,/us/landing_page_1,(direct) / (none),55,107.8086968,1
20241124,/us/landing_page_1,google / organic,55,68.81240876,0.581818182
20241209,/us/landing_page_1,google / organic,55,202.1696778,0.654545455
20241210,/us/landing_page_1,bing / cpc,55,128.2651389,0.436363636
20241211,/us/landing_page_1,bing / cpc,55,59.26764269,0.454545455
20241214,/us/landing_page_1, email,55,47.26567233,1
20241215,/us/landing_page_1,bing / cpc,55,91.47725024,0.363636364
20241217,/us/landing_page_1,bing / cpc,55,74.98334887,0.472727273
20241226,/us/landing_page_1,google / organic,55,72.44296115,0.672727273
20241103,/us/landing_page_1,bing / cpc,54,27.26765613,0.148148148
20241104,/us/landing_page_1,bing / cpc,54,24.88804837,0.388888889
20241110,/us/landing_page_1,bing / cpc,54,47.25651765,1
20241113,/us/landing_page_1,bing / cpc,54,51.43088778,1
20241207,/us/landing_page_1,bing / cpc,54,81.25559328,0.555555556
20241211,/us/landing_page_1,google / organic,54,142.7711937,0.703703704
20241216,/us/landing_page_1, email,54,80.399937,0.981481481
20241218,/us/landing_page_1,google / organic,54,112.8193947,0.537037037
20241101,/us/landing_page_1, email,53,69.41083857,1
20241114,/us/landing_page_1, email,53,39.1507083,0.547169811
20241119,/us/landing_page_1,google / organic,53,147.1014322,0.773584906
20241201,/us/landing_page_1,bing / cpc,53,86.11433992,0.41509434
20241206,/us/landing_page_1,social / instagram,53,3.839881679,0
20241211,/us/landing_page_1,bing / cpc,53,106.8652984,1
20241215,/us/landing_page_1,google / organic,53,85.06121126,0.79245283
20241219,/us/landing_page_1,google / organic,53,371.9488067,0.716981132
20250106,/us/landing_page_1,(direct) / (none),53,62.462986,0.433962264
20241030,/us/landing_page_1,google / organic,52,178.4013182,0.711538462
20241115,/us/landing_page_1,(direct) / (none),52,74.52224648,0.480769231
20241208,/us/landing_page_1,bing / cpc,52,83.27909946,1
20241216,/us/landing_page_1, email,52,98.86925312,1
20241113,/us/landing_page_1, email,51,75.42180845,0.588235294
20241202,/us/landing_page_1,bing / cpc,51,84.07045473,0.31372549
20241208,/us/landing_page_1,google / organic,51,98.77868296,0.607843137
20241212,/us/landing_page_1,google / organic,51,231.5610592,0.666666667
20241212,/us/landing_page_1,bing / cpc,51,275.2904211,1
20241213,/us/landing_page_1,bing / cpc,51,123.4182266,1
20241218,/us/landing_page_1,google / organic,51,163.063001,0.745098039
20241220,/us/landing_page_1,(direct) / (none),51,5.06122449,0
20250105,/us/landing_page_1,bing / cpc,51,42.77335235,1
20241222,/us/landing_page_1,google / organic,50,114.1489443,0.64
20241231,/us/landing_page_1,google / organic,50,105.1502588,0.84
20250108,/us/landing_page_1,google / organic,50,172.2915011,0.7
20241027,/us/landing_page_1,(direct) / (none),49,83.7663909,0.448979592
20241104,/us/landing_page_1,bing / cpc,49,71.50848876,0.387755102
20241115,/us/landing_page_1,google / organic,49,210.9748162,0.571428571
20241128,/us/landing_page_1,google / organic,49,100.092821,0.714285714
20241220,/us/landing_page_1,social / instagram,49,5.158906714,0.020408163
20250118,/us/landing_page_1,(direct) / (none),49,84.7804208,0.510204082
20241106,/us/landing_page_1,bing / cpc,48,79.9978086,0.291666667
20241110,/us/landing_page_1,(direct) / (none),48,118.7207905,0.5
20241117,/us/landing_page_1,bing / cpc,48,151.6734504,0.395833333
20241118,/us/landing_page_1,google / organic,48,147.0910068,0.770833333
20241021,/us/landing_page_1,(direct) / (none),47,211.9714636,0.659574468
20241101,/us/landing_page_1,bing / cpc,47,53.71251553,1
20241101,/us/landing_page_1, email,47,53.12506666,0.574468085
20241117,/us/landing_page_1,google / organic,47,161.9599887,0.808510638
20241124,/us/landing_page_1,google / organic,47,162.8693302,0.553191489
20250106,/us/landing_page_1,bing / cpc,47,61.30253766,1
20241025,/us/landing_page_1,bing / cpc,46,105.2143432,0.97826087
20241116,/us/landing_page_1,google / organic,46,149.3156125,0.847826087
20241213,/us/landing_page_1,google / organic,46,185.5113512,0.695652174
20241228,/us/landing_page_1,bing / cpc,46,60.52136157,1
20250106,/us/landing_page_1,(direct) / (none),46,56.40429507,0.282608696
20250107,/us/landing_page_1,google / organic,46,146.6222595,0.804347826
20250107,/us/landing_page_1,google / organic,46,243.3707817,0.673913043
20241118,/us/landing_page_1,(direct) / (none),45,60.12904329,0.422222222
20241125,/us/landing_page_1,google / organic,45,136.8347324,0.533333333
20241222,/us/landing_page_1,bing / cpc,45,53.08902811,1
20250101,/us/landing_page_1,google / organic,45,1187.121904,0.8
20250112,/us/landing_page_1,print / qr,45,206.8034879,0.577777778
20241023,/us/landing_page_1,bing / cpc,44,74.91790195,0.386363636
20241029,/us/landing_page_1,(direct) / (none),44,133.2227532,0.545454545
20241030,/us/landing_page_1,(direct) / (none),44,153.9715942,0.477272727
20241103,/us/landing_page_1,google / organic,44,85.39026384,0.431818182
20241105,/us/landing_page_1,(direct) / (none),44,1.420783864,0
20241107,/us/landing_page_1,bing / cpc,44,1183.397705,0.340909091
20241109,/us/landing_page_1,print / qr,44,246.841326,0.409090909
20241110,/us/landing_page_1,(direct) / (none),44,69.44970784,0.454545455
20241224,/us/landing_page_1,google / organic,44,143.5777759,0.772727273
20241226,/us/landing_page_1,bing / cpc,44,83.48268852,1
20250104,/us/landing_page_1,bing / cpc,44,99.28474359,1
20250106,/us/landing_page_1,bing / cpc,44,67.70605845,1
20241028,/us/landing_page_1,bing / cpc,43,19.89271823,0.11627907
20241109,/us/landing_page_1,google / organic,43,49.45423635,0.372093023
20241120,/us/landing_page_1, email,43,58.36368572,0.604651163
20241121,/us/landing_page_1,bing / cpc,43,123.2159981,0.302325581
20241121,/us/landing_page_1, email,43,47.51789063,0.581395349
20241124,/us/landing_page_1,(direct) / (none),43,112.6959756,0.488372093
20241204,/us/landing_page_1,(direct) / (none),43,26.94088326,1
20241206,/us/landing_page_1,social / instagram,43,3.276312605,0
20241210,/us/landing_page_1,google / organic,43,187.6907053,0.813953488
20241217,/us/landing_page_1,google / organic,43,128.582617,0.697674419
20241222,/us/landing_page_1,google / organic,43,142.4420749,0.465116279
20241225,/us/landing_page_1,google / organic,43,81.26188449,0.744186047
20250109,/us/landing_page_1,google / organic,43,312.5512323,0.720930233
20241102,/us/landing_page_1, email,42,104.1015159,1
20241102,/us/landing_page_1, email,42,140.1276609,0.642857143
20241107,/us/landing_page_1,print / qr,42,163.1087401,0.380952381
20241110,/us/landing_page_1,print / qr,42,283.8020918,0.452380952
20241110,/us/landing_page_1,bing / cpc,42,174.1447893,0.404761905
20241126,/us/landing_page_1, email,42,52.26484148,0.976190476
20241221,/us/landing_page_1,google / organic,42,92.9999511,0.714285714
20241223,/us/landing_page_1,bing / cpc,42,116.8952642,1
20241227,/us/landing_page_1,bing / cpc,42,58.90429952,1
20241229,/us/landing_page_1,google / organic,42,138.4779537,0.714285714
20250103,/us/landing_page_1,google / organic,42,212.6359318,0.833333333
20250117,/us/landing_page_1,bing / cpc,42,95.45215329,0.595238095
20241102,/us/landing_page_1,(direct) / (none),41,76.77625793,1
20241107,/us/landing_page_1,bing / cpc,41,90.52169068,1
20241108,/us/landing_page_1,(direct) / (none),41,3.626611317,0
20241109,/us/landing_page_1,bing / cpc,41,65.4922499,1
20241111,/us/landing_page_1,(direct) / (none),41,103.3503614,0.463414634
20241201,/us/landing_page_1,google / organic,41,122.9694545,0.634146341
20241209,/us/landing_page_1,(direct) / (none),41,23.26782205,0.243902439
20241227,/us/landing_page_1,bing / cpc,41,37.82657673,1
20241023,/us/landing_page_1,google / organic,40,85.61973568,0.6
20241101,/us/landing_page_1,bing / cpc,40,17.03442778,0.325
